68886,-11.0
68885,-10.0
68884,-10.0
68883,-10.0
68882,-10.0
68881,-10.0
68880,-10.0
68879,-10.0
57023,-6.0
73210,-7.0
27548,-3.0
45113,-4.0
62294,-9.0
64173,-10.0
27705,-6.0
67877,-7.0
44473,-4.0
24356,-4.0
24357,-4.0
24358,-4.0
24359,-4.0
24360,-4.0
24361,-4.0
24362,-4.0
24363,-4.0
24364,-4.0
24365,-4.0
24366,-4.0
24367,-4.0
24368,-4.0
24369,-4.0
24370,-4.0
24371,-4.0
24372,-4.0
24373,-4.0
24374,-4.0
45001,-3.0
45000,-3.0
44999,-3.0
45020,-4.0
45019,-4.0
45018,-3.0
63106,14.0
22447,-4.0
63109,14.0
45005,-3.0
45006,-3.0
45007,-3.0
63105,14.0
45008,-3.0
63104,-10.0
45009,-3.0
44998,-3.0
44997,-3.0
44996,-3.0
45017,-3.0
63108,14.0
63107,14.0
44995,-3.0
45021,-4.0
45010,-3.0
63124,-11.0
63123,-11.0
63122,-10.0
63121,-10.0
63120,-10.0
45011,-3.0
63119,-10.0
63118,-10.0
63117,-10.0
63116,-10.0
63115,-10.0
63114,-10.0
45012,-3.0
45013,-3.0
63113,-10.0
63112,-10.0
63111,14.0
45014,-3.0
63110,14.0
45015,-3.0
45016,-3.0
44994,-3.0
45004,-3.0
45003,-3.0
45002,-3.0
24353,-4.0
24354,-4.0
24355,-4.0
18843,-3.0
22435,-4.0
22436,-4.0
22437,-4.0
22438,-4.0
22439,-4.0
22424,-4.0
22440,-4.0
22441,-4.0
22442,-4.0
22425,-4.0
22426,-4.0
32667,-4.0
32666,-4.0
32665,-4.0
32664,-4.0
32663,-4.0
32662,-4.0
22445,-4.0
22446,-4.0
22448,-4.0
22449,-4.0
22450,-4.0
22451,-4.0
32661,-4.0
32660,-4.0
32659,-3.0
18845,-3.0
22428,-4.0
22429,-4.0
22430,-4.0
22431,-4.0
22432,-4.0
32658,-3.0
32657,-3.0
32656,-3.0
32655,-3.0
32654,-3.0
32653,-3.0
18844,-3.0
32652,-3.0
32669,-4.0
32668,-4.0
22427,-4.0
22452,-4.0
18824,-3.0
18825,-3.0
18826,-3.0
18827,-3.0
22459,-3.0
22423,-4.0
22421,-4.0
22422,-4.0
22433,-4.0
32651,-3.0
18834,-2.0
18835,-2.0
18836,-3.0
18837,-3.0
18838,-3.0
18839,-3.0
18840,-3.0
18841,-3.0
18842,-3.0
22434,-4.0
22443,-4.0
22444,-4.0
22453,-4.0
22454,-4.0
22455,-4.0
18828,-2.0
18829,-2.0
18830,-2.0
18831,-2.0
18832,-2.0
18833,-2.0
22456,-4.0
22460,-3.0
22420,-4.0
22457,-3.0
22458,-3.0
22835,-6.0
22842,-5.0
22843,-5.0
22844,-5.0
22845,-5.0
22846,-5.0
22836,-6.0
22837,-5.0
22847,-4.0
22838,-5.0
22839,-5.0
22840,-5.0
22841,-5.0
63127,-11.0
63140,12.0
63139,12.0
63138,12.0
63137,12.0
63146,12.0
63126,-11.0
63149,12.0
63147,12.0
63150,11.0
63151,11.0
63152,11.0
63153,10.0
63148,12.0
63125,-11.0
63157,10.0
63156,10.0
63155,10.0
63154,10.0
63136,-12
63145,12.0
63144,12.0
63135,-11.0
63134,-11.0
63133,-11.0
63132,-11.0
63131,-11.0
63130,-11.0
63143,12.0
63142,12.0
63141,12.0
63129,-11.0
63128,-11.0
63163,-11.0
11332,-4.0
11331,-4.0
63167,-11.0
11330,-4.0
63165,-11.0
11329,-4.0
11328,-4.0
11327,-4.0
63164,-11.0
63162,-11.0
63158,-11.0
63159,-11.0
63160,-11.0
63168,-11.0
11333,-4.0
63166,-11.0
11320,-4.0
11321,-4.0
11322,-4.0
11323,-4.0
11324,-4.0
11325,-4.0
63161,-11.0
11326,-4.0
42550,-1.0
42548,-2.0
42547,-2.0
42546,-2.0
42545,-3.0
42544,-3.0
42543,-3.0
42542,-3.0
42541,-3.0
42540,-3.0
42539,-3.0
42538,-3.0
42537,-3.0
42536,-3.0
42535,-3.0
42534,-3.0
42533,-4.0
42532,-4.0
42531,-4.0
42530,-4.0
42529,-4.0
42528,-4.0
42527,-4.0
42526,-4.0
42525,-4.0
42524,-4.0
42523,-4.0
42522,-5.0
42513,-4.0
42514,-4.0
42515,-4.0
42516,-4.0
42521,-5.0
42520,-5.0
42519,-5.0
42518,-5.0
42517,-5.0
42512,-4.0
42549,-2.0
37919,-4.0
37918,-4.0
37914,-4.0
37913,-4.0
37924,-4.0
37912,-4.0
30855,-4.0
30854,-4.0
30853,-4.0
30852,-4.0
30851,-4.0
30850,-4.0
37917,-4.0
37916,-4.0
37923,-4.0
37922,-4.0
37921,-4.0
37920,-4.0
34124,-5.0
34123,-5.0
34122,-5.0
34121,-5.0
34120,-5.0
37911,-4.0
34112,-4.0
34114,-4.0
34119,-5.0
34113,-4.0
30849,-4.0
37915,-4.0
30848,-4.0
30847,-4.0
30846,-4.0
30845,-4.0
30844,-4.0
30843,-4.0
34118,-5.0
34111,-4.0
34117,-5.0
34116,-5.0
34125,-5.0
34115,-4.0
25226,-5.0
25227,-5.0
25228,-5.0
25229,-5.0
25230,-5.0
25231,-5.0
25232,-5.0
25233,-5.0
25234,-5.0
25235,-5.0
25237,-5.0
28738,-5.0
28737,-5.0
28736,-5.0
28735,-5.0
28734,-5.0
25238,-5.0
25239,-5.0
25240,-4.0
25241,-4.0
25242,-4.0
28728,-5.0
28727,-5.0
28726,-5.0
28725,-5.0
28724,-6.0
25243,-4.0
30868,-3.0
19231,-5.0
19232,-5.0
19233,-5.0
19234,-5.0
19235,-5.0
19236,-5.0
19237,-5.0
19238,-5.0
19239,-5.0
19240,-5.0
19241,-5.0
19242,-5.0
19243,-5.0
19244,-5.0
19245,-5.0
28723,-6.0
28722,-6.0
28721,-6.0
28720,-5.0
28719,-5.0
28718,-5.0
28717,-5.0
19246,-5.0
19247,-5.0
19248,-5.0
19249,-5.0
19250,-5.0
19251,-5.0
19252,-5.0
19253,-5.0
19254,-5.0
19255,-4.0
19256,-4.0
12935,-5.0
12936,-5.0
12937,-5.0
12938,-5.0
12939,-5.0
19257,-4.0
21193,-5.0
21194,-5.0
21195,-5.0
21196,-5.0
21197,-5.0
21198,-5.0
21199,-5.0
21200,-5.0
21201,-5.0
19258,-4.0
19259,-4.0
19260,-4.0
19261,-4.0
19262,-4.0
23536,-5.0
21202,-5.0
21203,-5.0
21204,-5.0
37173,-5.0
21206,-5.0
21207,-5.0
21208,-5.0
21209,-5.0
21210,-5.0
21211,-5.0
21212,-5.0
21213,-5.0
21214,-5.0
12924,-5.0
12925,-5.0
12926,-5.0
12927,-5.0
12928,-5.0
12929,-5.0
35944,-5.0
35943,-5.0
35942,-5.0
35941,-5.0
35940,-5.0
49444,-7.0
49443,-7.0
49442,-7.0
49441,-7.0
35939,-5.0
35938,-5.0
